meal_type,day_of_week,menu_popularity_score,holiday_flag,exam_period_flag,total_registered_students,current_bookings,last_7_day_avg_attendance,actual_attendance
lunch,2,6.94,0,1,150,142,136.8,144
dinner,1,7.98,0,0,250,241,224.6,235
lunch,3,2.92,0,0,200,175,182.4,177
dinner,5,3.46,0,0,200,163,144.0,147
dinner,3,2.81,0,0,225,182,181.9,197
lunch,1,3.68,0,0,175,167,163.6,163
lunch,2,1.99,0,0,200,187,182.5,175
breakfast,1,4.33,0,0,150,124,108.2,122
breakfast,4,4.32,0,0,200,143,135.8,145
lunch,1,8.27,0,0,200,198,175.1,188
breakfast,1,8.21,0,0,250,215,195.1,213
dinner,6,8.17,0,0,250,194,208.9,196
breakfast,4,6.1,0,1,175,145,126.7,138
lunch,6,3.93,0,0,200,153,159.2,156
lunch,3,4.7,0,0,225,220,197.5,211
dinner,4,3.86,0,1,175,165,157.3,153
lunch,0,6.24,0,0,200,188,182.0,190
dinner,1,9.44,0,0,175,175,166.0,164
lunch,1,3.56,1,0,175,124,108.9,109
lunch,6,5.13,1,0,225,100,102.5,103
breakfast,3,6.9,0,0,200,151,149.6,155
lunch,6,8.6,0,1,175,137,161.0,151
dinner,2,3.28,0,0,200,165,188.2,176
lunch,4,3.52,1,0,200,118,100.2,110
dinner,2,8.97,0,0,225,222,197.0,219
lunch,0,1.72,0,0,225,213,199.0,202
breakfast,4,6.45,0,1,200,167,173.3,163
breakfast,0,8.74,0,0,200,154,170.2,174
breakfast,0,9.3,0,0,225,174,197.3,191
dinner,0,1.11,0,0,250,215,202.7,225
dinner,5,4.33,0,0,175,140,122.9,131
breakfast,4,3.32,0,1,225,180,160.1,173
lunch,4,6.11,0,0,200,168,173.8,183
lunch,5,6.7,0,1,225,196,203.0,183
lunch,3,10.0,0,0,200,179,175.4,191
breakfast,5,5.61,0,0,225,154,146.1,160
breakfast,1,5.96,0,0,200,154,170.8,159
breakfast,2,4.73,0,1,175,137,143.1,153
breakfast,2,2.33,0,0,150,102,108.9,112
breakfast,0,3.73,1,0,200,106,89.2,108
breakfast,4,3.22,1,0,200,68,83.0,79
lunch,4,8.21,0,1,175,175,173.2,162
breakfast,0,5.91,0,0,225,191,194.3,175
dinner,1,3.67,0,0,225,210,216.0,206
breakfast,2,5.4,1,0,225,97,107.7,109
lunch,5,2.97,0,1,250,213,181.9,200
lunch,3,2.67,0,0,200,172,160.9,180
breakfast,6,8.74,0,0,225,137,133.8,154
dinner,1,9.5,0,0,250,241,225.8,227
breakfast,4,1.72,0,0,200,138,136.7,145
dinner,6,7.88,0,0,200,162,162.9,150
dinner,0,5.08,0,0,200,187,163.3,180
lunch,2,4.5,0,0,250,222,213.8,229
lunch,6,7.2,0,0,200,153,156.2,161
lunch,0,3.4,0,0,200,174,191.1,178
lunch,4,1.19,0,0,200,176,149.0,170
lunch,0,2.93,0,0,175,143,146.7,154
breakfast,5,2.66,0,0,225,152,137.4,144
breakfast,6,1.31,0,0,225,123,123.8,130
lunch,6,3.89,0,0,200,151,162.9,152
lunch,2,5.27,0,0,200,184,180.5,191
dinner,0,7.62,1,0,150,99,102.0,95
breakfast,2,3.93,0,0,175,146,145.3,147
dinner,6,2.75,0,1,150,127,107.2,114
breakfast,0,3.08,0,0,225,186,162.6,173
lunch,0,9.02,0,0,175,160,156.8,174
breakfast,2,2.84,0,1,150,124,118.0,125
lunch,5,8.91,1,0,175,107,83.0,97
breakfast,0,5.02,0,0,200,144,164.6,156
lunch,5,9.41,0,0,200,157,152.2,158
dinner,1,4.67,0,0,225,221,220.2,205
lunch,3,2.6,1,0,175,89,102.5,103
lunch,1,5.94,0,0,225,217,208.0,209
dinner,3,6.29,0,0,225,192,207.5,205
dinner,1,6.72,0,0,225,221,227.2,206
lunch,3,4.7,0,0,175,153,150.3,160
breakfast,0,1.44,0,0,175,125,121.4,126
dinner,2,6.64,0,0,150,139,132.6,131
lunch,2,9.4,0,0,200,200,185.7,191
breakfast,4,9.62,0,0,200,171,142.3,159
breakfast,3,6.37,0,0,200,157,161.5,157
dinner,4,1.18,0,1,200,186,169.3,167
breakfast,5,1.95,1,0,225,68,69.2,65
dinner,5,8.51,0,0,200,168,150.6,169
breakfast,4,8.47,0,1,200,170,174.0,169
dinner,3,9.51,0,0,150,137,136.3,139
lunch,2,6.07,0,0,200,183,190.0,185
lunch,3,8.77,0,0,200,200,176.3,185
dinner,5,8.42,0,0,150,123,126.2,120
lunch,0,6.3,0,0,200,184,177.6,195
lunch,4,8.05,0,0,250,237,243.7,231
breakfast,4,2.13,0,0,225,156,153.4,162
breakfast,5,6.75,0,0,225,153,136.4,144
breakfast,3,9.58,0,0,225,189,187.4,184
dinner,4,2.46,0,0,225,174,184.4,187
breakfast,2,7.7,0,0,200,161,158.1,153
breakfast,4,3.89,0,0,200,131,151.4,142
lunch,3,8.35,0,0,200,193,183.2,186
lunch,5,7.27,0,0,225,176,166.0,190
dinner,2,9.34,0,0,225,220,188.7,217
breakfast,2,7.41,0,0,150,117,129.1,124
breakfast,4,4.69,0,0,250,185,179.1,184
dinner,3,1.1,0,0,175,159,147.9,152
breakfast,4,8.14,0,0,200,144,140.0,154
dinner,6,4.68,0,0,200,154,145.7,154
dinner,0,7.04,0,0,175,156,160.8,158
dinner,5,1.95,0,0,200,146,142.1,141
breakfast,6,9.02,0,0,200,131,144.6,135
dinner,0,4.92,0,0,200,166,180.0,182
dinner,2,9.28,0,0,200,191,204.2,196
lunch,4,7.36,0,0,225,202,185.8,200
lunch,0,2.09,0,0,200,189,190.2,179
breakfast,1,6.21,0,0,175,135,142.6,145
breakfast,0,9.19,0,0,225,196,177.5,186
lunch,4,8.2,0,1,200,200,195.5,193
lunch,4,4.76,0,0,150,131,129.9,126
lunch,5,9.6,1,0,200,108,108.5,108
lunch,0,3.42,0,0,200,190,166.4,184
lunch,4,4.38,0,0,225,184,199.1,198
lunch,4,7.75,0,0,175,173,149.3,160
dinner,6,3.1,0,0,200,152,137.9,139
breakfast,5,5.64,0,0,150,104,104.0,103
lunch,6,7.56,0,1,225,190,174.9,191
breakfast,5,6.8,0,0,200,135,141.7,126
lunch,5,2.4,0,0,225,156,166.6,164
dinner,6,6.67,0,0,200,146,141.0,147
dinner,5,6.15,0,0,200,146,162.6,150
breakfast,1,6.02,0,0,225,176,186.9,184
dinner,2,8.43,0,0,200,198,180.4,178
breakfast,4,2.66,0,0,200,154,133.5,146
lunch,3,7.76,0,1,200,190,183.2,196
breakfast,5,7.85,0,0,225,142,138.8,158
dinner,2,7.5,1,0,200,132,132.3,121
lunch,5,5.55,0,0,200,161,148.8,162
lunch,2,4.56,0,0,175,165,168.3,166
dinner,3,4.55,0,0,225,196,206.3,211
breakfast,0,7.6,0,0,200,150,175.2,157
breakfast,1,5.48,0,0,200,154,146.7,167
dinner,4,4.05,0,0,175,162,140.6,146
breakfast,0,6.63,0,0,225,196,182.9,184
breakfast,6,8.53,0,0,250,167,176.7,165
lunch,3,1.55,0,1,200,196,168.6,187
lunch,1,9.75,0,1,200,183,199.9,200
breakfast,1,1.87,0,0,225,184,154.6,169
breakfast,1,5.61,0,0,225,169,178.4,177
breakfast,3,6.04,0,0,250,186,177.6,195
lunch,5,2.24,0,0,175,143,120.1,135
dinner,5,9.24,0,0,200,163,169.7,167
dinner,6,5.24,0,0,200,142,132.6,141
lunch,5,2.29,0,0,200,160,149.7,150
breakfast,0,7.4,1,0,250,117,116.1,132
dinner,4,6.97,0,1,175,155,169.9,164
lunch,1,9.67,0,1,225,204,221.9,214
breakfast,6,4.97,0,0,200,122,127.6,132
dinner,6,3.41,1,0,200,75,88.7,85
dinner,1,1.54,0,0,200,181,176.7,179
dinner,0,7.6,0,0,200,194,183.7,183
dinner,5,6.56,1,0,225,115,104.9,116
breakfast,1,9.75,0,0,200,175,175.1,167
breakfast,1,7.41,0,0,225,191,179.8,185
dinner,3,9.4,0,1,200,185,167.3,190
breakfast,2,9.92,0,0,175,138,133.2,146
lunch,6,4.86,0,0,200,141,154.6,155
dinner,0,2.35,0,0,225,184,187.7,190
dinner,0,2.76,0,0,225,211,213.4,189
lunch,5,3.87,0,0,225,178,165.4,169
dinner,0,5.58,0,0,200,173,165.0,189
dinner,5,2.1,0,0,200,146,139.0,137
lunch,3,3.72,0,1,200,177,193.3,192
breakfast,3,3.77,0,1,225,184,180.4,188
breakfast,4,1.04,0,0,200,152,138.3,139
breakfast,5,4.19,0,0,225,150,129.9,139
breakfast,6,2.05,0,0,150,75,93.0,85
breakfast,3,4.87,0,0,200,164,164.4,160
breakfast,5,2.77,0,0,225,140,127.3,140
lunch,6,8.4,0,0,200,168,162.8,163
dinner,6,1.72,0,0,200,143,131.5,141
breakfast,0,8.79,0,0,225,182,171.4,188
dinner,4,6.22,0,0,150,119,120.6,132
dinner,2,5.13,0,0,200,187,179.1,187
breakfast,1,5.95,0,0,225,180,194.5,181
dinner,1,4.38,0,0,250,222,240.1,225
lunch,4,2.15,0,0,225,177,172.6,190
lunch,5,7.89,0,0,175,139,141.4,143
dinner,5,9.35,0,0,225,181,167.5,184
breakfast,5,9.55,0,1,200,159,145.1,160
dinner,2,7.04,0,0,225,203,208.4,207
breakfast,6,4.69,0,0,175,108,113.6,113
dinner,1,5.31,1,0,200,122,132.6,124
lunch,4,6.91,0,0,250,219,199.2,228
lunch,5,8.41,0,0,250,218,210.7,208
breakfast,3,4.37,0,0,175,140,129.9,137
dinner,0,9.25,0,0,150,130,139.0,145
dinner,2,3.92,1,0,250,140,137.7,146
lunch,5,5.78,0,0,200,172,141.0,147
lunch,1,9.65,0,0,175,159,173.8,171
lunch,0,9.44,0,0,200,180,176.0,178
dinner,4,7.26,0,0,175,146,163.7,152
lunch,5,3.92,0,1,150,125,110.8,119
dinner,1,2.97,0,0,250,214,217.3,230
dinner,0,1.72,0,1,175,147,165.6,169
lunch,3,7.38,1,0,175,114,105.2,113
breakfast,2,5.53,0,0,200,172,170.7,157
lunch,4,6.15,0,0,200,189,179.3,174
dinner,1,5.25,0,0,200,177,171.8,188
breakfast,6,5.35,0,0,250,153,164.1,151
lunch,3,6.14,0,0,150,150,150.8,131
dinner,2,9.23,0,0,250,241,220.4,233
lunch,2,1.26,0,0,200,179,184.9,175
lunch,6,8.21,0,0,200,166,173.1,150
breakfast,3,4.51,0,1,175,135,133.1,152
breakfast,1,7.7,0,0,200,170,155.7,165
dinner,2,9.54,0,0,150,149,145.3,137
breakfast,4,3.76,0,0,200,148,155.2,149
breakfast,0,1.81,0,0,200,148,152.9,143
dinner,4,3.09,0,0,200,159,163.8,165
lunch,5,3.0,0,0,225,163,155.0,173
dinner,2,7.68,0,0,200,173,200.2,183
dinner,0,1.56,0,1,150,146,122.5,136
breakfast,3,1.46,0,1,150,108,108.8,120
breakfast,0,7.24,0,1,225,207,189.2,192
dinner,0,6.01,0,1,175,175,162.7,175
lunch,6,4.76,0,0,200,141,136.3,152
breakfast,0,6.18,0,0,175,140,125.5,140
dinner,2,7.62,1,0,200,127,115.8,127
breakfast,6,1.93,1,0,200,64,51.5,58
dinner,6,5.98,0,0,200,154,163.5,149
breakfast,5,8.42,0,0,200,140,128.0,144
breakfast,5,4.26,0,0,200,120,135.2,135
breakfast,6,7.87,0,0,225,143,154.5,152
dinner,6,8.61,0,0,225,167,181.8,178
dinner,1,8.39,1,0,200,125,135.6,132
dinner,5,6.85,0,0,175,139,135.2,136
lunch,2,7.46,0,0,175,156,164.8,175
lunch,1,8.09,1,0,225,149,163.0,152
breakfast,3,7.6,0,0,175,152,146.0,132
lunch,3,5.07,0,0,200,178,170.4,192
lunch,3,2.43,0,0,175,146,139.6,148
lunch,3,3.79,0,0,175,168,148.3,153
breakfast,3,2.87,0,0,175,123,119.7,132
dinner,4,4.25,0,0,150,121,136.0,127
breakfast,6,5.4,0,1,175,116,113.8,119
dinner,2,9.63,0,0,200,177,173.8,191
breakfast,1,9.64,0,1,225,218,206.9,203
lunch,3,7.93,0,1,150,150,136.3,134
lunch,4,9.82,0,0,200,199,172.7,185
lunch,5,9.98,1,0,200,102,97.2,103
lunch,4,8.97,0,0,175,151,145.6,166
lunch,4,1.72,0,0,150,135,125.1,123
lunch,2,4.83,0,0,200,185,190.6,184
dinner,3,5.81,0,1,225,225,226.9,220
dinner,4,2.12,0,0,200,160,164.5,166
dinner,6,8.28,0,1,225,195,190.0,184
breakfast,4,2.34,0,0,200,148,130.9,139
lunch,3,4.45,0,0,225,214,191.6,205
lunch,2,1.62,0,0,175,157,149.3,158
lunch,4,5.72,1,0,225,142,139.1,132
lunch,1,6.37,0,0,200,189,183.7,186
breakfast,0,7.62,0,0,225,173,170.7,190
breakfast,5,4.06,0,1,175,112,127.7,114
breakfast,0,6.31,0,1,200,163,164.6,174
breakfast,0,7.61,0,0,225,187,164.8,185
dinner,2,7.86,0,0,200,177,185.9,188
lunch,4,3.71,1,0,200,124,112.6,107
dinner,0,1.61,0,0,225,183,208.9,182
dinner,0,1.34,1,0,175,103,103.1,91
breakfast,5,7.91,0,0,200,138,122.4,138
dinner,3,4.47,0,0,225,207,197.5,203
dinner,6,2.21,0,1,225,168,166.3,180
lunch,6,2.66,0,0,175,114,123.7,129
lunch,4,7.9,0,0,225,197,186.1,205
dinner,4,6.39,0,0,150,143,125.1,127
lunch,5,5.51,0,1,225,200,185.1,188
dinner,3,6.61,0,0,175,153,147.8,160
breakfast,4,2.24,0,0,200,152,140.3,149
breakfast,6,3.87,0,0,150,97,85.0,94
lunch,6,4.37,0,0,225,168,154.6,169
lunch,1,3.83,0,0,200,193,201.4,184
dinner,5,8.78,0,0,225,168,186.2,172
dinner,2,6.23,0,0,200,174,183.8,177
lunch,3,7.56,0,1,225,198,201.4,211
breakfast,5,3.13,0,1,200,133,124.4,135
dinner,0,3.38,0,0,225,189,181.3,196
lunch,4,3.03,0,0,225,189,171.4,198
breakfast,1,7.19,0,0,175,155,148.9,150
lunch,6,4.14,0,0,200,140,141.2,153
dinner,1,4.65,0,1,225,212,201.0,219
dinner,2,7.38,0,0,225,225,192.5,217
lunch,5,9.75,0,0,200,156,152.7,166
breakfast,1,2.46,0,0,200,167,151.7,153
dinner,5,1.56,0,0,200,159,148.7,144
lunch,4,2.75,0,0,225,179,205.9,189
lunch,4,7.61,0,0,150,123,128.9,128
breakfast,6,2.75,0,0,150,94,91.1,92
dinner,1,6.26,0,0,225,208,191.5,212
breakfast,4,6.31,0,1,200,173,159.6,167
breakfast,5,3.65,0,1,200,146,133.8,129
lunch,6,1.62,0,0,225,162,145.4,168
breakfast,4,4.59,0,0,225,155,161.1,175
lunch,6,2.68,0,0,225,169,162.5,162
breakfast,0,2.66,0,0,200,166,145.1,149
lunch,5,5.7,0,0,175,128,138.3,140
breakfast,6,7.06,0,0,200,137,115.6,132
breakfast,3,1.68,0,0,250,186,194.0,174
breakfast,4,6.2,0,0,200,153,147.6,154
dinner,4,3.22,0,1,200,188,156.9,168
dinner,5,7.06,0,0,225,184,191.7,182
breakfast,2,8.29,0,0,150,134,118.6,115
dinner,3,8.26,0,0,225,213,227.3,207
lunch,6,4.33,0,0,175,141,121.8,138
dinner,3,6.11,0,0,175,166,140.9,156
lunch,6,8.14,0,0,200,157,164.7,166
dinner,3,1.55,0,0,175,152,160.4,150
breakfast,1,6.45,0,0,200,154,147.8,166
lunch,0,8.53,1,0,250,165,172.6,166
dinner,0,4.35,0,0,200,168,160.9,175
lunch,2,5.1,0,1,250,239,246.2,246
breakfast,3,7.29,0,0,250,205,200.2,202
breakfast,3,1.61,0,0,175,122,133.7,121
dinner,4,4.47,0,0,200,180,162.2,173
lunch,6,3.66,0,0,250,174,199.5,181
lunch,5,1.15,0,0,175,140,122.3,129
dinner,1,2.76,0,0,200,174,168.6,173
breakfast,1,4.56,0,0,200,157,171.5,155
breakfast,2,2.78,0,0,225,161,154.7,172
dinner,0,6.42,0,0,175,166,161.8,163
breakfast,3,5.04,0,0,175,128,135.3,130
breakfast,5,1.36,0,0,175,103,98.3,107
lunch,2,3.48,0,0,175,147,150.0,150
dinner,6,1.18,1,0,175,79,65.6,76
breakfast,1,4.22,1,0,200,110,104.9,100
dinner,1,3.33,0,0,225,207,195.4,204
dinner,1,7.19,0,1,200,181,180.8,186
breakfast,3,3.77,0,0,200,152,154.1,149
dinner,3,4.38,0,0,225,189,195.8,204
lunch,3,7.53,0,1,200,200,183.4,192
lunch,4,5.33,0,0,200,187,179.9,181
dinner,0,6.01,0,0,200,185,177.1,180
dinner,6,8.57,0,1,225,192,174.7,188
breakfast,1,2.86,0,1,175,155,150.1,148
lunch,1,9.9,0,0,250,250,211.8,236
lunch,4,9.1,0,1,225,222,230.0,215
lunch,1,3.58,0,0,200,191,185.9,183
lunch,6,9.04,0,0,200,177,150.5,157
breakfast,1,7.79,1,0,225,111,112.2,124
dinner,3,9.38,0,1,200,185,177.6,183
lunch,3,7.22,0,0,200,177,199.6,199
breakfast,0,7.07,1,0,225,113,120.2,113
dinner,6,1.03,0,1,200,138,136.3,148
dinner,6,5.27,0,1,200,148,160.0,161
lunch,1,2.8,0,0,150,124,146.6,140
breakfast,2,3.92,0,0,175,126,138.6,133
lunch,1,9.81,0,0,200,193,189.5,191
breakfast,1,1.77,0,0,150,100,106.0,112
breakfast,0,7.5,0,1,200,170,186.0,180
dinner,2,2.56,0,0,200,187,186.3,180
breakfast,1,1.07,0,0,175,143,125.6,130
breakfast,5,5.51,0,0,150,101,96.0,96
breakfast,5,2.45,0,0,150,101,82.5,89
breakfast,6,9.69,0,0,200,133,137.9,137
breakfast,6,2.83,0,1,175,107,101.6,116
dinner,2,2.73,0,1,200,196,197.4,189
breakfast,5,1.29,0,0,200,112,127.8,122
breakfast,3,3.97,1,0,150,55,65.5,71
breakfast,3,1.22,0,0,150,100,113.1,110
dinner,2,5.49,1,0,250,147,148.1,158
lunch,1,5.55,0,1,175,151,174.1,164
lunch,6,1.48,0,0,225,165,145.4,173
dinner,2,3.16,0,0,175,142,152.1,162
lunch,5,8.49,0,1,200,171,168.9,175
lunch,2,5.16,0,0,150,150,129.6,139
breakfast,5,4.91,0,0,200,127,118.9,114
lunch,6,7.29,0,0,200,149,161.4,153
breakfast,3,7.43,0,0,225,177,167.5,180
dinner,2,7.86,0,1,250,228,238.5,235
breakfast,6,8.47,1,0,200,66,70.9,77
lunch,6,3.09,0,0,250,195,172.7,190
breakfast,4,1.6,0,0,175,129,126.5,114
breakfast,5,4.42,0,0,200,134,122.0,122
lunch,4,8.7,0,0,225,196,182.8,200
dinner,3,1.7,0,0,200,182,180.6,165
lunch,6,6.18,0,0,200,158,147.1,156
lunch,6,7.31,0,0,200,158,166.1,164
breakfast,1,5.33,1,0,150,85,76.2,83
breakfast,5,3.3,0,0,150,99,99.3,100
breakfast,1,3.94,0,0,150,129,114.7,110
breakfast,3,1.64,1,0,175,78,69.5,74
breakfast,1,3.63,0,0,150,106,105.1,120
breakfast,6,1.4,0,1,175,105,115.0,115
dinner,5,7.54,0,0,200,170,165.7,147
breakfast,0,9.08,0,0,175,158,134.2,142
lunch,5,6.7,0,0,200,161,173.5,169
lunch,5,6.91,0,0,150,128,129.4,121
lunch,4,5.25,0,0,175,164,146.8,161
lunch,0,2.4,0,1,250,229,215.6,240
breakfast,0,1.07,0,0,150,116,104.0,108
breakfast,0,4.1,0,0,225,185,186.5,178
dinner,5,7.76,0,0,225,172,180.3,185
dinner,3,9.64,0,0,250,250,251.9,235
breakfast,0,4.88,1,0,225,107,96.4,105
breakfast,2,4.29,0,0,225,169,188.7,170
dinner,1,5.01,0,0,175,159,162.9,166
lunch,3,4.85,0,0,225,200,188.9,210
lunch,2,6.63,0,0,200,179,185.5,185
lunch,5,7.61,0,0,200,166,171.2,158
breakfast,5,8.06,0,1,175,128,116.3,125
lunch,2,6.85,0,0,150,150,142.2,141
lunch,4,4.94,0,0,200,189,178.3,179
breakfast,4,9.55,0,0,225,190,171.3,186
lunch,2,7.4,0,0,200,192,187.8,187
dinner,4,4.84,0,0,175,158,157.1,158
lunch,1,5.02,0,0,175,170,177.7,161
breakfast,1,8.36,0,0,175,156,146.6,151
lunch,5,4.96,0,0,150,127,120.4,124
dinner,4,5.65,0,0,200,163,163.4,168
dinner,0,3.62,0,0,200,171,168.5,172
lunch,2,8.55,0,0,200,190,201.0,191
breakfast,1,5.7,0,0,175,133,128.7,148
dinner,6,5.97,0,1,225,177,167.6,181
dinner,4,8.93,0,0,175,172,147.6,162
breakfast,6,9.28,0,0,200,123,122.2,139
lunch,4,8.42,0,0,175,153,163.2,154
lunch,1,1.59,1,0,200,106,128.4,121
lunch,1,4.99,0,0,175,172,147.0,171
breakfast,0,4.09,0,0,200,154,144.2,150
lunch,4,2.92,0,0,200,170,182.0,167
dinner,4,9.18,0,0,200,185,177.1,188
dinner,3,9.01,0,0,175,175,174.4,164
dinner,5,5.19,0,0,200,148,164.6,156
dinner,0,2.21,0,0,225,200,212.4,188
breakfast,1,1.12,0,0,175,126,127.6,136
lunch,6,4.95,0,1,225,175,174.5,180
lunch,1,1.36,0,1,175,175,170.9,158
dinner,2,6.49,0,0,200,183,184.8,184
breakfast,5,6.48,0,0,200,119,134.6,137
dinner,1,9.09,0,0,200,196,187.4,195
lunch,4,2.71,0,0,200,182,167.1,170
dinner,1,4.34,0,0,250,227,216.9,228
breakfast,4,8.74,0,0,250,200,195.8,188
breakfast,4,5.27,0,0,250,195,172.7,188
dinner,0,1.54,0,1,200,194,174.1,182
breakfast,1,2.0,0,0,200,161,154.9,153
dinner,0,8.32,0,1,175,154,167.2,164
breakfast,6,7.69,0,0,200,123,131.4,136
lunch,6,8.88,0,0,200,169,165.4,166
lunch,5,2.07,1,0,250,105,108.7,118
lunch,4,7.84,0,1,200,197,189.8,194
dinner,6,6.9,0,1,200,164,147.4,162
lunch,5,3.09,0,0,200,162,149.4,150
breakfast,1,9.77,0,0,150,134,129.6,129
breakfast,5,6.13,0,0,175,109,111.9,116
lunch,5,9.16,0,0,200,172,147.5,171
lunch,1,8.73,0,1,175,175,169.4,166
dinner,0,4.0,1,0,225,129,130.1,133
lunch,0,5.82,0,0,150,149,127.6,142
lunch,4,4.88,0,0,200,173,188.0,177
lunch,4,7.38,0,0,200,192,193.4,177
breakfast,1,6.29,0,0,225,173,168.7,183
lunch,1,8.06,0,0,225,216,217.6,208
dinner,3,1.11,0,0,200,169,167.2,167
dinner,3,7.19,0,0,225,206,195.1,214
breakfast,2,3.87,1,0,150,78,72.2,75
lunch,6,3.02,0,0,225,167,161.9,170
dinner,4,8.21,0,0,225,206,214.1,206
lunch,5,1.8,0,0,225,174,172.5,157
breakfast,6,3.06,0,0,175,93,104.0,105
breakfast,2,2.83,0,0,150,104,110.6,115
lunch,6,4.78,0,1,200,176,144.5,159
dinner,2,3.9,0,0,175,144,142.3,148
dinner,0,7.48,0,0,200,172,166.2,186
breakfast,5,7.29,0,0,200,137,120.5,138
breakfast,0,3.93,0,0,175,128,121.5,141
dinner,3,4.93,0,0,225,202,178.3,195
dinner,2,2.87,0,0,225,202,205.6,200
lunch,6,7.04,0,0,225,190,173.7,171
lunch,3,4.57,0,1,175,166,171.0,168
breakfast,5,2.2,0,0,200,122,112.4,119
dinner,5,2.15,0,0,175,138,134.2,131
dinner,4,3.9,0,0,200,155,151.9,170
breakfast,1,7.73,0,0,225,202,178.5,197
dinner,0,1.23,0,0,200,168,164.1,172
breakfast,4,3.32,0,0,200,131,132.6,145
breakfast,6,2.46,0,0,225,141,121.6,137
breakfast,4,9.61,0,0,175,134,139.8,137
breakfast,6,7.35,1,0,175,48,54.7,67
lunch,0,3.1,0,0,200,171,187.9,193
lunch,0,2.87,0,0,200,181,159.9,179
lunch,5,8.72,0,0,250,220,223.1,204
lunch,5,2.71,0,0,225,174,180.2,159
breakfast,2,9.97,0,0,175,141,142.5,159
breakfast,3,3.54,0,0,175,122,120.8,138
lunch,5,1.76,1,0,200,88,94.9,91
lunch,4,7.22,0,0,250,226,228.0,230
breakfast,2,6.49,0,0,175,152,138.3,135
dinner,6,10.0,0,0,250,210,190.7,208
dinner,2,8.22,0,0,175,151,164.7,167
dinner,4,4.86,0,0,225,197,185.9,192
lunch,5,7.09,1,0,225,102,111.9,116
breakfast,6,8.36,0,0,225,144,157.4,146
dinner,4,5.62,0,0,225,204,208.7,191
breakfast,1,3.46,0,0,175,137,148.0,132
lunch,5,2.89,0,0,225,179,182.6,173
breakfast,3,3.66,0,0,200,164,158.1,153
dinner,6,8.63,0,0,225,165,172.8,169
breakfast,4,4.42,1,0,200,100,77.2,78
dinner,5,3.58,0,0,200,135,150.9,155
dinner,0,8.25,1,0,225,143,140.2,149
lunch,1,1.29,0,0,175,157,160.8,156
dinner,6,6.35,1,0,225,109,96.1,108
lunch,6,8.86,0,1,175,145,156.0,143
dinner,3,4.69,0,0,150,121,122.5,139
lunch,5,3.42,0,0,200,165,160.4,141
dinner,0,5.43,1,0,225,140,146.6,137
lunch,5,7.46,0,1,200,176,183.4,178
dinner,0,5.65,0,0,250,234,217.4,231
lunch,3,1.07,0,0,175,141,145.6,158
lunch,1,1.7,0,0,200,176,190.7,181
dinner,6,7.49,0,0,200,163,157.9,155
dinner,0,4.6,0,0,150,135,133.0,141
lunch,2,8.06,0,1,150,146,152.2,147
breakfast,3,6.85,0,0,150,122,118.0,118
lunch,3,6.23,0,1,200,182,176.5,192
dinner,4,9.11,0,0,225,201,207.3,201
dinner,1,1.19,0,0,225,190,194.5,204
dinner,2,2.4,0,0,200,185,161.1,175
breakfast,2,6.62,0,1,175,147,136.6,152
lunch,4,1.59,0,0,150,133,118.9,124
lunch,0,6.8,1,0,175,110,122.5,98
dinner,0,9.86,0,0,200,187,172.7,185
breakfast,2,8.91,0,0,200,181,162.7,159
dinner,1,6.32,0,0,175,175,156.0,166
lunch,0,9.05,0,1,250,238,253.3,225
breakfast,3,2.05,0,1,200,157,151.0,159
breakfast,5,5.09,0,0,175,125,104.6,108
breakfast,4,4.86,0,1,200,150,153.2,159
lunch,1,4.03,0,0,175,168,149.4,164
breakfast,0,1.0,0,0,200,136,141.5,147
breakfast,5,9.02,0,0,175,130,125.2,127
dinner,2,8.0,0,0,150,137,141.0,146
breakfast,4,6.88,0,1,200,170,142.9,169
breakfast,0,2.16,0,0,200,157,147.9,147
lunch,2,4.4,0,0,175,149,167.9,155
lunch,0,9.32,0,0,225,210,211.4,218
dinner,4,6.55,0,0,175,140,149.0,149
lunch,3,6.43,0,0,225,199,202.2,203
dinner,6,9.22,0,0,175,137,138.2,134
lunch,3,6.04,0,0,175,161,145.9,164
breakfast,6,6.38,0,0,175,105,117.5,112
breakfast,5,4.11,0,0,175,118,116.7,116
lunch,2,4.34,1,0,250,150,154.8,148
lunch,6,7.17,0,0,175,131,149.5,132
dinner,3,3.88,0,0,200,191,175.4,176
lunch,4,6.03,0,0,225,196,177.1,190
lunch,2,3.51,0,0,200,177,177.0,180
breakfast,0,2.5,0,1,150,122,116.2,125
breakfast,6,5.09,0,0,225,152,129.6,152
lunch,6,2.96,0,0,175,127,128.3,128
lunch,1,9.09,0,0,225,201,206.8,211
lunch,6,3.73,0,0,200,147,137.1,151
breakfast,6,6.38,0,1,200,132,136.4,142
lunch,0,3.37,0,1,250,243,248.1,242
dinner,4,3.32,1,0,225,119,118.8,118
breakfast,5,4.16,0,0,225,139,132.1,148
lunch,2,9.24,0,0,200,200,193.3,187
dinner,0,4.52,0,1,175,174,175.0,174
lunch,2,8.39,0,0,225,225,202.1,218
lunch,3,2.78,0,0,150,131,119.8,130
breakfast,1,1.43,0,1,225,175,194.5,184
lunch,4,8.04,1,0,225,127,140.3,136
breakfast,0,5.88,0,0,225,175,194.1,183
dinner,1,5.53,0,0,200,195,190.5,186
dinner,6,3.45,0,1,150,121,105.9,113
